tanb	M1	M2	M3	mu	mA	msq2_11	msq2_22	msq2_23	msq2_33	msu2_11	msu2_22	msu2_33	msd2_11	msd2_22	msd2_23	msd2_33	msl2_11	msl2_22	msl2_33	mse2_11	mse2_22	mse2_33	tu_11	tu_12	tu_13	tu_21	tu_22	tu_23	tu_31	tu_32	tu_33	td_11	td_12	td_13	td_21	td_22	td_23	td_31	td_32	td_33	te_33	W	h0	H0	A0	H+	g	chi01	chi02	chi03	chi04	chipm1	chipm2	e1	e2	e3	e4	e5	e6	nu1	nu2	nu3	d1	d2	d3	d4	d5	d6	u1	u2	u3	u4	u5	u6
30.9344903	909.334841	360.432434	1480.54737	4581.17485	2149.46544	3268668.61	3589428.4	864.360869	3505850.41	6594381.41	9163400.55	1305233.17	1370479.78	9585538.48	138.661206	5573276.44	2375546.65	9838282.89	9653605.71	5554361.1	9069741.13	8981180.25	7818.3043	-29.293263	99.2248416	15.0359631	7742.71727	-17.1000719	-89.4932546	34.9460006	684.199333	-4201.2006	-65.0069654	-66.6122049	2.67611742	7301.45216	-30.4215848	-25.1285434	18.5953498	-6996.39142	-7504.70206	88.1824358	125.355096	1965.09374	2149.44867	1966.98561	1616.5954	399.977999	912.20345	-4546.51754	4546.79052	400.144779	4547.74157	1549.16278	2356.07141	3011.63596	3118.51066	3147.39432	3213.03341	1546.09496	3115.62344	3145.65523	1231.0928	1857.63664	1940.12165	1946.55992	2496.99867	3122.06543	1037.18316	1760.17309	1882.64454	1934.49612	2661.4903	3089.2242
10.1439964	3304.02414	915.731964	4556.71797	-3296.07248	3772.70672	8285035.95	8766124.67	437.921673	6803991.57	7443163.33	3284581.7	7771392.7	9002992.35	1056187.26	671.120524	7580337.88	7096140.81	1726945.22	9197822.49	1600654.37	4342334.82	6428336.46	-8781.62242	-50.4007488	85.5221272	9.51784849	-4824.70512	-53.7193298	-40.8941448	41.0909891	-9057.1592	-6552.30612	5.30594587	34.3265772	61.2987518	-5615.21083	81.7234874	99.4892836	1.48148537	8716.30669	2029.24728	85.3072977	125.224984	3904.30096	3772.6494	3903.48415	4482.93932	985.954518	3246.53257	-3283.27472	3299.074	986.11979	3284.42057	1278.86257	1330.64542	2094.73841	2548.16572	2675.07872	3035.85969	1328.52563	2673.82961	3043.07419	1056.23839	2565.29028	2851.56929	2955.86431	3043.56873	3077.4866	1847.34019	2326.95337	2642.95551	2773.35627	3056.67282	3106.09188
40.7154021	654.067665	2532.98652	4418.12919	-1428.45154	2009.43288	5002293.5	4941319.15	244.672403	2374203.77	1283809.98	7018815.88	8321343.16	8020275.36	2337657.69	74.0121081	4534959.01	4640105.92	3759969.29	6773081.5	4627127.73	3043349.22	9104597.58	8244.96031	64.507246	-44.4392562	-22.4894106	3253.42894	76.3663411	-81.7108274	67.2381997	194.405317	4324.76401	82.2234154	-62.724632	-54.4269443	-6708.34273	48.6982584	-89.28525	54.3738127	7693.84861	-7150.37555	84.9943807	125.390506	2073.55106	2009.43189	2076.11999	4299.77106	649.83901	1433.74185	-1437.12899	2501.38816	1434.05218	2501.55562	1746.04366	1967.69654	2152.71797	2181.40312	2587.28214	2899.76758	1965.64798	2179.53069	2624.72089	1376.01909	1483.67714	1728.07952	2250.1326	2262.61915	2854.93155	857.073175	1392.88195	2224.05563	2337.85776	2687.18535	2835.44639
29.3441778	52.8604865	821.041972	568.500219	9221.13061	4266.05518	8401774.65	5145420.1	738.912344	265377.672	6007181.4	7895474.62	8794320.36	9430609.08	3707286.46	469.253659	4025539.3	7983478.8	2378698.66	7813643.03	5231896.64	3509855.8	1863859.0	-2152.20928	-83.6759925	88.8038039	47.8714228	-1801.34296	96.7396855	72.0212102	-10.9552741	3941.85424	-366.405845	-50.4134446	70.1645851	45.2087641	-4372.2111	-69.5737064	27.0810723	-52.9090077	3521.90614	5272.56489	84.9259496	125.076498	4288.55853	4266.06474	4311.95426	690.792033	53.017068	870.253628	-9246.26446	9246.30888	870.418519	9246.99954	1350.91062	1554.59568	1865.59686	2281.29928	2766.99695	2836.0128	1552.40248	2804.13849	2834.52072	1338.37973	1941.27429	1951.84985	2294.26228	2930.17757	3096.64683	1344.97689	1787.53422	2287.16092	2470.75851	2844.36605	2936.31525
37.8097699	86.347169	4428.66724	2213.2918	2975.76308	4648.92657	9012834.17	4080837.25	184.281409	1401701.42	6730434.81	5353425.12	6818543.3	4917888.2	8111486.84	410.413444	9158427.79	5761975.71	2400480.81	4758026.27	5029823.41	1488948.79	2469590.96	-4070.93227	20.5959916	29.1520357	85.6919646	5497.64991	16.745472	81.5715313	-1.80136561	6581.68077	2564.04638	-11.1517787	94.8086262	28.3394098	7998.40689	-82.6085433	83.7675095	49.1119623	3120.09335	2486.36961	85.4624782	125.434157	4717.59558	4648.88842	4718.78618	2330.46116	86.1187348	2958.15322	-2961.11369	4342.35506	2958.25129	4342.51978	1222.39991	1502.33453	1573.72256	2143.60942	2245.08958	2382.51498	1500.1053	2156.30616	2381.02208	1201.78696	2058.55313	2276.73663	2890.06787	3032.74592	3042.12331	1130.47064	1963.53527	2407.63061	2441.61169	2615.53237	3056.44679
9.45691857	2766.8494	2942.81127	3577.23041	-703.001022	4472.19435	1673375.64	4091912.88	230.497047	824043.124	9316069.17	5805101.62	3349736.08	1429780.59	1937207.74	122.607075	6259896.01	9413597.49	8446502.13	7571197.6	7856577.61	3474288.57	6255143.18	8962.14366	-99.6090984	-95.523341	28.9297462	5039.8922	-71.5459794	1.58816576	-17.9416656	481.230021	-6180.21339	-15.3796315	-49.3608236	63.3118868	-1287.25111	-10.4625702	-89.2600656	30.6256652	-8726.53574	-5800.5774	86.0964694	125.199596	4485.99923	4472.21564	4486.05443	3453.07935	721.369699	-723.911498	2768.8218	2922.00538	722.870286	2922.16621	1852.52207	2661.14032	2796.53819	2832.35804	2916.65426	3077.73362	2760.34779	2914.90424	3076.06235	1012.00222	1158.93086	1165.49486	1264.22497	1970.78608	2716.55545	1036.77473	1170.54658	1718.19049	1898.61625	2438.5843	3082.25817
19.950743	2574.51175	1565.59794	4625.86454	351.586342	2089.04536	4401215.27	7625819.94	279.250294	2329537.39	4672182.73	9165064.1	4762960.59	246955.216	9400036.37	275.861204	394887.864	6516235.74	1989297.81	9211323.4	9510083.93	3672340.01	1813569.87	3651.51286	33.9198112	-61.6581202	66.3223982	4484.58314	56.8577051	79.5128703	-46.4981318	-591.447353	1869.94076	23.6658096	70.5550075	43.5248137	6067.9698	45.9969163	9.8679781	-28.7204742	-7947.1451	-407.200456	85.1678763	125.429926	2023.09555	2206.85808	2025.64588	4476.59911	359.754757	-364.954935	1611.87214	2558.21216	361.966021	1612.06234	1352.83162	1434.9582	1923.11017	2565.26586	3040.46287	3088.38048	1431.56601	2563.2437	3044.17841	398.997643	600.494282	1253.39058	2036.1782	2739.51614	3047.05418	1294.10088	1923.22029	2036.61149	2186.92484	2692.52818	3046.45459
10.0343226	4367.83262	585.645093	1520.53867	-2314.63194	2113.92884	6043883.19	5913533.9	631.387711	7335544.65	7960361.97	7052468.33	1353505.14	757635.795	5467371.97	971.403301	1488276.31	3755494.81	3506992.42	1306593.18	4292942.73	5260737.84	8857122.17	5075.5322	-33.9825571	-29.3339133	-78.2907486	200.990438	29.4991136	95.7624912	-70.7749337	374.919176	-2552.59573	-62.0978773	75.382483	97.4323273	-1534.21223	62.385571	97.9506731	-85.1741031	-1412.45544	-1594.21027	85.1044269	125.571783	2119.30422	2113.92886	2121.39796	1671.18483	636.958747	2309.10575	-2309.23543	4344.82313	637.126149	2311.18105	1151.46187	1877.29398	1942.68709	2067.72433	2290.66915	2968.25873	1142.72863	1874.88752	1940.34828	955.177834	1297.32583	2375.26757	2474.92337	2502.35304	2725.85921	1274.81866	2448.76113	2473.11971	2688.06829	2729.4702	2895.85515
49.8973473	237.609928	1615.16088	3366.46645	2238.3666	4895.61231	1445510.55	854018.149	30.741727	4390606.35	2336074.76	8394874.89	2738687.59	5901799.06	718466.175	239.535213	5975491.12	7690346.09	1264333.17	5483309.49	2802918.4	8432131.59	4814869.46	-7547.86938	49.7990847	-40.0947511	8.06857347	5009.01699	-44.463712	-41.9818223	46.921432	6623.74616	585.749149	-40.1478708	60.5711579	62.1420741	-5560.99385	-72.5032955	20.3895926	85.4086757	9112.87427	2206.96211	86.7570053	125.371781	4917.55474	4895.64345	4920.17997	3312.39276	236.767909	1616.54588	-2222.84429	2228.76687	1616.69835	2228.57881	1153.63781	1672.76244	2207.14359	2377.61726	2785.21534	2904.37675	1153.16079	2355.24124	2784.80083	832.961529	950.412266	1241.34728	2162.22869	2474.69596	2687.81419	896.681763	911.580244	1440.65359	1769.71014	2224.26418	2959.02164
7.95268372	3195.62593	2221.06087	2216.74218	-22.4685669	2551.49014	3093869.31	7195143.14	192.34769	1170079.79	6850525.64	2987857.85	4942598.25	9508951.45	4449608.99	819.235027	9272765.64	9376229.92	6219487.44	2066131.6	1386864.93	139720.463	8673123.28	-2293.7572	-44.1875815	-46.9157755	92.4260497	3199.42951	71.3782668	9.03458595	12.2243047	831.301212	-5678.86978	23.1945395	58.9728594	-79.5284048	2981.61387	-9.90303755	28.7275314	-37.5238061	3837.90374	-610.363483	84.8764244	124.918441	2441.01776	2551.4896	2442.90294	2301.74483	24.8154098	-27.9171305	2225.16404	3180.7931	26.7883886	2225.33731	367.069422	1178.82432	1456.59631	2507.96908	2944.72767	3072.20845	1453.16044	2506.30174	3070.78952	1190.42945	1833.81158	2162.94576	2733.82709	3060.79708	3116.26291	1196.40231	1770.30086	1824.45811	2222.91851	2663.46204	2741.65455
4.34334597	598.972812	3076.83868	2093.69937	1728.75166	2197.94366	4798079.59	3887985.97	47.0264815	8806183.95	6188158.96	1838567.96	8869009.6	7389976.85	8147619.41	580.361068	2930833.76	8776883.2	8712571.62	5823526.42	7938704.24	5681048.91	8485347.28	-6380.39231	-13.9871359	-73.4835297	-82.3087782	-4804.38471	17.0380592	23.9374638	13.6206388	604.218245	9769.9964	23.0443001	96.3613272	91.5707946	-5510.59067	-98.9124468	66.4517403	88.636601	-157.301426	-4772.9373	87.3364389	125.348961	2476.49602	2197.94452	2477.80845	2268.31206	592.570697	1750.25101	-1753.61472	3038.78939	1750.16035	3038.95625	2386.38256	2440.78685	2820.53359	2881.26864	2989.55781	3000.32338	2454.43973	2988.28493	2999.05397	1825.57945	2116.65126	2320.12098	2798.78044	2924.21534	3032.10903	1423.52384	2160.93901	2222.97193	2655.39242	2998.53435	3048.99082
6.1576605	1434.77691	4750.74739	3061.99241	9200.54555	2513.48329	1955091.19	2631314.47	613.360703	9118167.64	3118906.29	5297110.02	7511690.11	6803399.1	9253100.47	386.155218	6047089.29	9209761.77	6125311.26	6833486.63	8925642.39	5160479.07	4544909.91	-3123.10636	-59.5528454	19.4822788	6.32348061	2375.34404	19.045639	-17.8071678	-9.04119015	-6661.4899	-7569.61957	79.4925213	-91.9950336	-24.0423799	9252.5816	71.7642069	40.6595349	83.5345507	-9731.02469	6476.24016	84.9292152	125.133841	2860.95759	2513.46411	2863.14209	3127.7573	1424.5736	4675.02728	-9124.21834	9125.2821	4675.19196	9125.54598	2001.36506	2277.21328	2500.65834	2553.24046	2992.04419	3062.48241	2499.47509	2639.256	3061.45855	1556.99291	1773.12143	2359.29401	2531.86691	2719.83997	3142.67979	1505.41925	1761.53966	1765.78304	1936.27418	2427.22064	2579.36335
16.6499919	3347.19394	398.915408	3660.64231	-679.163933	4867.47288	6167152.11	2527510.74	452.390462	6335879.25	5066288.58	4194893.48	139742.275	2187045.56	5995715.96	968.335748	2830858.4	5014092.71	3040508.19	5937985.87	1242259.25	2550517.01	2839266.14	1532.86934	21.1212039	97.3883271	73.5359192	1267.70616	-9.35128927	-77.5670379	-6.53775334	-1873.66962	3417.95921	4.69127893	-83.0623657	-92.1475559	-1072.8544	-27.9992104	17.3857927	87.8809214	-5266.99096	-1212.50212	84.8825039	125.637517	4862.32082	4867.48381	4863.26271	3485.75033	432.334621	-691.083858	697.664907	3353.48254	432.609833	702.527884	1078.29496	1573.87572	1686.05348	1752.03432	2248.19241	2443.59856	1749.84071	2246.41831	2444.47907	1245.99168	1391.55275	1789.2203	2352.49302	2398.09982	2459.13138	676.215005	1381.84419	1926.76418	2135.14255	2406.02619	2445.25481
10.135263	325.38212	4796.32386	4694.11595	-3844.09785	2978.70177	4459973.84	9671392.75	453.29091	3442692.17	383194.034	6265722.9	7210374.95	7910231.39	5421082.87	162.772	8805572.41	8841708.56	6960721.61	3300142.83	395857.882	219302.662	7615355.85	5481.68063	-32.7209711	-53.611055	22.628665	-2831.19738	-63.1118745	90.4672384	-13.1134868	6606.60028	-1294.52765	98.3850718	52.7704954	-87.0993704	-1143.08238	-69.843322	38.7545705	11.213553	-2261.37102	-3793.33735	84.9603957	125.630302	2979.40903	2978.70198	2981.10592	4572.22931	322.727334	3814.08566	-3817.72942	4700.17947	3814.60997	4700.34603	473.863781	633.341975	1813.13842	2637.54567	2766.91995	2977.05337	1796.82143	2636.10874	2975.74176	1727.1865	2083.59877	2323.23601	2827.23164	2926.10318	3137.4949	331.241439	1632.75176	2118.6851	2435.64852	2496.5405	3144.53076
28.8519188	434.115881	2744.78756	3027.48152	6105.58033	2897.06426	1180771.34	3353701.83	354.43911	2369223.4	5452171.15	9102886.95	8914156.09	8747196.21	8135176.47	660.816491	3697050.96	2841111.49	7112931.87	1829133.08	5856679.98	9173946.3	2219328.61	-5185.9498	93.7213302	98.2577324	-5.44831753	6545.15505	-31.3514173	-31.1955452	33.1950426	1077.33488	1738.47198	57.6035976	-73.1096476	53.8799286	-4851.91584	-19.2246556	-31.3979626	72.4431038	3417.29522	2621.14406	85.1987324	125.172076	2913.09674	2897.06835	2910.58371	3051.27805	433.132214	2703.96935	-6046.10296	6046.85431	2704.13592	6047.53893	1210.44143	1448.50757	1714.84945	2422.69464	2691.4879	3031.74705	1382.88528	1712.94068	2690.17976	1206.00824	1456.21812	1917.60879	1939.94997	2925.08879	3028.67285	1145.09319	1472.18169	1896.20996	2439.01527	2776.46835	3111.29976
36.4999278	2325.09996	4951.52355	4533.83325	-288.177729	609.963163	4680461.73	2566740.64	378.358364	1943450.97	8445236.14	566594.351	4460927.5	2138805.32	2111972.62	382.888615	5154633.1	9717428.53	9325810.26	8703867.64	8888537.08	1491056.83	4041920.58	-5555.49622	62.7832294	82.5966716	-2.89765596	-6270.96385	-25.4056454	64.4395947	93.1955934	998.375416	-6953.02278	-53.0280709	-70.3455001	4.44419384	6105.92604	43.5279012	-15.0465667	-8.37404728	3603.9114	8170.50576	85.0783383	124.815188	682.738415	609.962492	689.013644	4372.78403	299.168118	-300.792918	2310.75322	4857.49971	300.278661	4857.66715	1222.41004	2051.12461	2864.7404	2982.81752	3031.7339	3096.41807	2924.39069	3030.14613	3094.8565	1038.54519	1267.27659	1279.50588	1355.39106	2027.88604	2091.50207	656.005699	1040.88124	1492.34917	1949.66893	1984.73724	2901.63766
38.316393	3612.17206	399.760706	2868.92453	-3769.68443	4605.67829	3209718.42	6914161.9	928.173482	4374528.75	7792255.9	5823149.13	5984482.39	6473937.72	1735626.7	863.843739	8121077.73	1736198.45	7161142.6	8804753.45	3651166.87	210839.837	8937353.99	-6570.76389	-57.1538478	23.2364297	-95.2761285	4048.03038	69.2893267	-79.8865467	62.1345758	569.207668	5599.28179	38.8893247	44.8277473	-77.5777489	-5859.48855	79.3802738	3.98870707	96.6140747	5155.45726	6192.91306	85.293828	125.301913	4826.82494	4605.68782	4826.56167	2924.34832	441.860461	3573.17941	-3688.24513	3693.77398	442.026858	3689.55544	450.229149	1326.83043	1913.34742	2686.41923	3000.30178	3109.75866	1324.20319	2684.92496	2977.80508	1416.90777	1889.92109	2234.0516	2626.7152	2716.55315	2938.64043	1835.73952	2259.5588	2451.57281	2539.43459	2762.7636	2905.11108
4.9364328	305.19821	2877.97203	2891.38232	512.421131	3754.72355	591211.456	3349548.62	988.291383	8339952.74	5967336.69	8446492.59	3033815.25	1477827.57	9950625.79	821.320176	1571397.73	8185304.07	8548411.94	8948664.45	1020324.99	1391835.17	3857258.3	-4476.2373	69.5436954	83.4954262	31.2864184	7193.63213	7.61942863	-24.5762885	-6.64026737	1798.75255	2237.17809	-34.9878669	57.6544523	82.0959926	-2620.12362	-79.4654533	-58.5594028	48.5065699	2279.98257	6518.44144	85.2938666	125.361425	3784.10685	3754.72359	3785.27682	2936.7544	298.747343	-526.560144	527.866711	2868.42027	524.616841	2868.59275	1014.38266	1183.60517	2060.96586	2886.20288	2948.40768	3020.30056	2885.03595	2947.25998	3014.24492	925.096141	1319.24285	1371.38983	1950.86944	2915.30303	3222.76506	881.79896	1790.83377	1895.68225	2539.98763	2921.54146	3013.28018
11.3090271	4928.31075	309.286824	3806.12358	-8962.81719	4106.03891	7193924.83	7516340.42	41.5399149	2133827.79	3429652.0	4101225.71	8430460.89	1978034.13	9677710.18	31.8375677	8572202.3	6961626.4	4094983.98	1826805.84	2870377.97	8025806.62	2224972.22	-5719.27667	23.3716726	89.2541647	-67.8997517	7842.34524	96.5688348	-83.4272042	-65.1775628	636.951923	6633.47602	20.9162593	47.4804759	40.8075213	4790.25006	-10.1487339	43.4154868	-37.3115361	3506.70934	-2690.89758	85.0489216	124.81517	4242.99587	4106.03918	4239.49112	3752.47943	348.64774	4908.76465	-8929.11088	8929.18097	348.813773	8929.87538	1332.45995	1484.05366	1682.78706	2028.04659	2645.32225	2830.05834	1351.12246	2026.44005	2643.99993	837.128812	1418.04099	2737.49297	2796.66295	2851.90648	3163.65127	854.044248	1833.85441	1974.83646	2271.30964	2768.66146	2858.40255
24.0457713	4693.82297	297.247723	3366.8919	6917.21797	2511.40707	1105565.64	8313434.9	307.398409	4141056.72	1147011.46	1267567.58	6473949.65	4049358.87	6201075.75	390.902311	344569.232	3888470.85	5414440.59	8183579.13	6646244.09	3579426.84	4305808.86	29.6676159	78.7423611	1.60630941	-17.268002	-644.398332	-58.2544148	-24.2243111	75.5375147	-6340.87592	3211.64966	-49.5449901	-44.9976385	-64.079538	9660.42161	-39.2693102	73.712635	-69.3479627	4692.99078	-6558.46745	84.8648879	124.758715	2498.03395	2511.41925	2485.81769	3351.7721	329.205714	4661.72486	6864.13692	-6864.72709	329.370419	6865.02531	1890.6907	1976.8227	2051.40185	2333.13756	2579.63143	2831.55926	1974.90692	2331.42686	2867.25915	562.207077	1135.1895	1767.79433	2091.08695	2568.44112	2967.56167	1132.20621	1145.6786	1199.74679	1630.13828	2157.13376	2966.60447
33.3764967	4200.32433	365.602878	3888.0818	-2623.19922	1829.08136	4156728.71	1517935.13	331.138074	9030929.96	9072237.35	1103081.34	3994261.78	753575.269	8185236.12	68.6580315	3866320.5	9964078.43	1433324.05	7260559.18	9500733.84	7149497.17	7135793.6	8403.9402	73.3485937	-41.2788749	-8.66351128	1850.70515	5.20282984	66.6598916	73.3013868	-8341.46053	5084.94377	-41.1617756	-47.6620197	-23.2776582	3658.24819	-98.6499283	14.155364	61.5634203	8907.21679	3271.42715	85.383564	124.824557	2017.10705	1829.08359	2016.05537	3848.08846	401.834404	2605.64883	-2607.32892	4157.54766	401.998664	2608.48581	1202.75796	2642.33639	2679.81538	2711.37335	3088.55271	3166.89361	1199.72816	2701.56958	3165.52147	926.618193	1299.26967	2003.18489	2119.01305	2790.51712	2938.71046	1052.82404	1345.25281	1830.69038	2049.06142	2846.47954	3134.27545
14.4131271	3621.65179	1139.91249	3656.2978	8855.85546	4716.51974	2012847.66	6110499.65	679.447591	3591511.86	3867080.15	4806817.85	6379780.61	3570047.84	9721197.29	281.086355	9115340.02	5007237.65	5419357.33	9616385.36	4415446.04	8913778.8	2923000.0	-1439.81159	-29.1065395	1.65320635	33.4135652	8887.65335	7.47730732	-89.8090437	-19.0960288	-81.0599327	-7130.15795	-70.6937432	90.4080749	-16.2839293	-3991.04476	61.3992929	-86.0489279	90.0506258	-4834.3879	-2585.50167	85.2292389	125.109844	4865.73988	4716.53271	4866.57018	3611.20521	1200.64497	3591.04018	-8813.35995	8813.70303	1200.81239	8814.25192	1703.20377	2105.39784	2250.08964	2340.09574	2990.454	3094.49315	2248.59002	2338.64904	3111.35468	1482.71735	1645.35739	1948.31456	2543.27991	3050.71105	3184.36638	1474.10638	1650.90861	1965.5682	2034.19287	2077.75173	2695.55071
36.2378473	552.552592	1763.76917	4111.0868	3068.81785	1214.38252	5427133.87	5978566.09	985.135198	8302715.7	8882768.0	5859206.6	2761342.2	1212988.9	6682315.86	984.90721	2258275.68	8125473.53	9597768.63	4790745.02	340149.89	8080112.46	3582891.92	3702.00634	42.8702116	-13.7296259	34.0764284	-6996.52612	3.39323282	83.8574648	54.8839927	-7014.37175	2557.39689	96.7235804	-67.787829	-1.56310201	1385.87713	-96.4848187	69.9755192	-76.275067	-1226.04609	5157.36103	85.1244141	125.053579	1235.11705	1214.38238	1238.41617	4028.6618	549.090237	1826.41073	-3029.57677	3031.96734	1826.58104	3032.61576	591.496195	1828.43192	2173.68084	2845.65933	2863.96889	3110.59789	2205.64212	2862.84464	3109.52071	1076.50204	1494.85261	2382.51566	2496.94029	2627.19745	2736.53086	1504.51959	2268.19293	2364.05389	2675.33714	2759.6045	3042.07827
17.9604251	886.641241	411.835377	1490.74154	4086.95817	1622.31995	6442348.18	5614280.45	915.250301	9567288.91	7217227.63	8280540.61	1031296.53	2403710.6	5933475.63	176.701963	8204612.21	8254352.38	4161424.61	1233020.55	4419875.51	1852813.48	8606198.66	8059.09395	3.29993963	-58.6458355	16.7018294	6962.4126	-14.9977624	-15.8427179	20.8174706	508.099794	1086.30657	-28.5514295	-44.1826105	23.4131217	-1025.80905	39.7742033	-47.2920418	-13.9250517	89.610815	-2478.16622	86.6535446	125.289396	1616.24859	1622.32024	1619.38518	1665.04431	455.862488	884.597397	-4055.02682	4055.51284	456.029276	4056.37324	1119.52527	1364.02212	2047.18846	2104.49646	2882.14754	2914.90978	1112.39995	2044.08889	2879.84246	1610.3963	2414.65859	2471.43006	2583.49705	2889.78459	3052.27062	1031.99477	2340.25763	2409.69357	2867.69596	2965.96983	3066.57683
3.27749788	131.210796	4863.71669	3469.20101	662.609339	1724.91791	6860396.07	8505431.46	908.585727	3985140.57	8062224.69	4831836.35	3209366.16	4702511.95	4679491.38	3.66920675	7947674.06	1621592.83	4026890.52	5283683.02	8683114.7	9586611.95	5841202.6	-7625.18793	10.4231834	9.6434474	3.82992029	-206.569433	94.8000789	-5.39505482	99.2788076	2880.90229	-5485.31234	74.2964506	-75.8158818	-28.2381356	1395.86926	7.09295273	-86.1972928	-17.9586291	2257.44128	-5147.29649	85.5569408	124.790595	1637.40786	1724.91795	1639.47267	3435.16747	128.863065	-679.704647	680.38304	4760.1596	678.777982	4760.32625	1190.27317	1967.89471	2243.91229	2411.50687	2950.0907	3099.65468	1186.62897	1965.56369	2268.03059	1951.20022	2204.45723	2205.15133	2655.66535	2819.77206	2952.0019	1711.58915	1969.23895	2239.78212	2531.09484	2950.6478	2985.60581
22.0780662	2867.25518	4298.25028	4863.03337	-190.079212	4126.80109	6843555.54	9656079.87	928.956151	5223451.34	6174238.44	2340139.61	3244401.72	6203044.48	1930653.08	967.164457	5155473.52	4563072.16	170780.999	7339501.16	3711277.85	4802995.44	7894641.35	4996.15312	-31.0141206	-11.6673648	-6.64829612	-7368.48503	0.563704967	-19.5888281	84.7037911	-645.281672	8550.29821	-83.6871639	20.1651454	6.95015192	-1493.69001	76.9601107	-40.952003	44.1140413	6245.9898	2712.96978	85.3519971	125.373133	4157.50771	4126.79058	4158.34627	4704.59449	200.099671	-202.152409	2839.69603	4225.62459	201.434342	4225.79188	270.977164	1931.59861	2136.12509	2196.71882	2724.46124	2829.18688	261.645445	2134.68148	2715.24584	1219.85461	2250.28852	2309.46658	2447.96139	2585.48673	3104.73238	1335.70501	1663.90886	2212.32104	2351.55912	2675.18777	3129.08864
10.3307508	1509.35345	867.66201	3058.24271	-2160.41028	2034.76792	4666080.17	8324478.93	988.386273	967255.56	4216715.11	2049321.17	8791139.29	9334622.72	6403759.32	226.338521	1707079.49	6193594.85	7254878.32	8911270.66	3289786.33	1314935.21	5969225.54	-6733.43033	-97.241425	-96.5999424	-46.9399512	1104.76971	48.14955	-34.0787709	96.7293978	-591.846704	5689.71634	29.7870636	-77.4157271	40.2144551	4236.16052	-63.7651712	39.6537185	48.3883858	7095.99018	-7229.56121	85.7835411	125.484166	1883.25166	2034.8064	1895.59047	3059.81122	921.220291	1502.3966	-2154.39136	2155.7462	921.398964	2156.8731	1153.3267	1818.1101	2496.86003	2507.5176	2701.83729	2992.11399	2495.60718	2700.65441	2992.83917	940.167079	1184.25032	2210.22161	2578.45985	2940.82627	3101.62793	993.024145	1464.06193	1913.81304	2376.77893	2940.26453	2963.55292
3.90204998	2061.40957	712.84683	2512.41627	-7406.48836	2778.2413	2802671.94	6461587.17	669.094503	9260893.11	671063.522	1367769.73	8686970.49	7716821.61	8298699.58	55.2072898	2785425.21	9605893.26	3265817.45	8426538.35	4451173.3	8210202.47	7370702.69	-972.930789	-70.9478229	23.3661532	18.2202339	608.354807	-1.68879032	-33.0888152	15.3097153	120.896101	-676.953793	60.4123592	-89.4163229	59.6189618	-7445.06836	-65.1244432	-75.3246844	72.5538254	1000.29707	1994.81845	84.9347218	124.787402	2850.41978	2778.24136	2851.78728	2642.65216	776.83423	2036.99303	7330.77863	-7331.27752	777.002016	7331.78951	1819.09235	2116.48393	2711.87951	2869.86113	2908.14766	3110.62066	1817.12133	2912.50734	3109.31435	1794.56674	1812.02185	2641.58895	2868.3255	2974.21286	2976.12946	1015.61657	1332.65635	1812.88245	2649.36593	2784.30194	3008.52406
8.96553116	3177.5994	4041.87562	3042.86241	928.453207	4253.33323	8846519.8	3177707.77	181.742802	5632082.39	1835075.91	5802120.23	3082597.29	3205330.07	2498658.96	774.82146	8373007.95	3549273.75	1372998.95	8625993.76	5538789.54	5211243.83	4724816.38	-2721.05038	61.1722112	-53.8021088	13.3400559	1688.84277	7.32126236	-84.7853452	70.1689482	578.529835	1016.52265	-0.38228631	65.9887195	-10.8754575	-2571.37656	-45.819205	94.2752719	-12.0986342	6355.07584	5164.65425	84.9225694	125.160449	4276.59498	4253.33315	4277.84992	3054.76695	947.117749	-949.322292	3145.44562	3972.31003	948.244859	3972.47619	1161.62774	1889.1515	2259.50991	2287.28456	2357.97166	2960.70545	1158.45698	1887.06913	2950.23331	1651.14658	1855.94217	1861.82852	2490.23619	3008.04034	3051.86968	1421.77444	1809.57339	1847.40774	2453.64575	2486.89992	3054.52852
39.7593012	4950.98274	3608.17127	3762.64457	-174.349546	3518.36373	5409528.03	5419422.89	102.144681	5916653.58	7397447.62	5940855.8	891138.359	8218172.73	3344832.45	418.736756	9290574.13	9936303.54	5612118.02	2826386.01	3213766.43	393841.738	4496626.75	4601.01008	-83.8105887	-89.7994131	-13.5670125	-1969.89477	43.0259347	-12.0158374	43.3056951	-1426.7993	-6482.9722	-98.0306417	75.1437783	-43.2642698	-3003.53646	48.6220002	55.2356362	18.0942416	1253.60012	3070.31512	85.0056198	125.71528	3439.24262	3518.36391	3440.61913	3658.8581	182.412157	-184.842217	3555.17226	4950.10392	183.894641	3555.34092	538.860325	1683.86322	1768.56277	2127.74215	2364.4409	3155.15914	1659.44138	2362.28086	3153.45692	1776.6179	2304.58934	2306.45455	2407.11148	2865.75817	3016.3443	712.334525	2256.04251	2275.89543	2331.08984	2444.08937	2748.94869
